ID,Interlocutore,Frase,Sentiment,Dominant_Sentiment,Emotion,Dominant_Emotion
3206,u,va bene  ci vediamo dopo,"Negative: 0.0003750%,
Neutral: 0.2936915%,
Positive: 0.7059335%",POSITIVE,"'anger', (0.0001206),
 'fear', (0.0003044),
 'joy', (0.9992747),
 'sadness', (0.0003003)",joy
3207,a,va bene,"Negative: 0.0003633%,
Neutral: 0.0579390%,
Positive: 0.9416977%",POSITIVE,"'anger', (0.0009033),
 'fear', (0.9911277),
 'joy', (0.0024949),
 'sadness', (0.0054742)",fear
3211,a,gillettoamericano me ne sono andato perché sono andato a casa stanno le bambine studiando (bestiemma) non è che non ti voglio accontentare,"Negative: 0.7234416%,
Neutral: 0.2651905%,
Positive: 0.0113679%",NEGATIVE,"'anger', (0.8483423),
 'fear', (0.0014570),
 'joy', (0.0001664),
 'sadness', (0.1500344)",anger
3211,g,va bene,"Negative: 0.0003633%,
Neutral: 0.0579390%,
Positive: 0.9416977%",POSITIVE,"'anger', (0.0009033),
 'fear', (0.9911277),
 'joy', (0.0024949),
 'sadness', (0.0054742)",fear
3212,a,"no, niente niente, luciano sto aspettando non mi sento","Negative: 0.6904805%,
Neutral: 0.3010061%,
Positive: 0.0085133%",NEGATIVE,"'anger', (0.0003494),
 'fear', (0.0003391),
 'joy', (0.9401754),
 'sadness', (0.0591360)",joy
3216,a,felice. eh. c’è un po di movimento (rif. alle ffoo)io ora mi ritiro,"Negative: 0.0001902%,
Neutral: 0.0053258%,
Positive: 0.9944840%",POSITIVE,"'anger', (0.0001719),
 'fear', (0.0002192),
 'joy', (0.9862611),
 'sadness', (0.0133479)",joy
3216,a,"niente, niente, non è cosa proprio, mi devi stare a sentire a me eh. se no vieni a fare un giro e vediamo. per la casa, mi vieni a prendere, arriviamo li eh","Negative: 0.5981950%,
Neutral: 0.3817880%,
Positive: 0.0200171%",NEGATIVE,"'anger', (0.6473643),
 'fear', (0.0141479),
 'joy', (0.0002978),
 'sadness', (0.3381901)",anger
3217,a,va bene,"Negative: 0.0003633%,
Neutral: 0.0579390%,
Positive: 0.9416977%",POSITIVE,"'anger', (0.0009033),
 'fear', (0.9911277),
 'joy', (0.0024949),
 'sadness', (0.0054742)",fear
3219,a,"eh, mo devo venire al pagliarone!. mo vengo un momento al pagliarone. si","Negative: 0.0104960%,
Neutral: 0.4381522%,
Positive: 0.5513518%",POSITIVE,"'anger', (0.0164259),
 'fear', (0.0270008),
 'joy', (0.0008828),
 'sadness', (0.9556904)",sadness
3219,l,e va bene ,"Negative: 0.0001787%,
Neutral: 0.0098572%,
Positive: 0.9899642%",POSITIVE,"'anger', (0.0002510),
 'fear', (0.0119475),
 'joy', (0.0019927),
 'sadness', (0.9858088)",sadness
3222,a,pronto felice,"Negative: 0.0001749%,
Neutral: 0.0061586%,
Positive: 0.9936665%",POSITIVE,"'anger', (0.0001748),
 'fear', (0.0004061),
 'joy', (0.9990250),
 'sadness', (0.0003941)",joy
3222,a,felice adesso sto venendo dal paese sono andato a,"Negative: 0.0001173%,
Neutral: 0.0035089%,
Positive: 0.9963738%",POSITIVE,"'anger', (0.0002993),
 'fear', (0.0019799),
 'joy', (0.0005106),
 'sadness', (0.9972102)",sadness
3222,a,e va bene ciao,"Negative: 0.0001643%,
Neutral: 0.0248004%,
Positive: 0.9750353%",POSITIVE,"'anger', (0.0000493),
 'fear', (0.0028169),
 'joy', (0.9936659),
 'sadness', (0.0034680)",joy
3225,a,che brutta voce che tieni (ride),"Negative: 0.5892552%,
Neutral: 0.1618910%,
Positive: 0.2488537%",NEGATIVE,"'anger', (0.0138954),
 'fear', (0.0010398),
 'joy', (0.0002060),
 'sadness', (0.9848588)",sadness
3226,u,va bene va tra un quarto d’ora ,"Negative: 0.0011218%,
Neutral: 0.1809738%,
Positive: 0.8179045%",POSITIVE,"'anger', (0.0001831),
 'fear', (0.0006350),
 'joy', (0.9509283),
 'sadness', (0.0482536)",joy
3227,a,va benissimo,"Negative: 0.0001271%,
Neutral: 0.0014682%,
Positive: 0.9984047%",POSITIVE,"'anger', (0.0000904),
 'fear', (0.0020392),
 'joy', (0.9901557),
 'sadness', (0.0077147)",joy
3227,m,grazie don antonio,"Negative: 0.0002015%,
Neutral: 0.0461021%,
Positive: 0.9536963%",POSITIVE,"'anger', (0.0033973),
 'fear', (0.0016721),
 'joy', (0.0137820),
 'sadness', (0.9811485)",sadness
3228,p,sono peppe di saviano,"Negative: 0.7095791%,
Neutral: 0.2854258%,
Positive: 0.0049952%",NEGATIVE,"'anger', (0.9992021),
 'fear', (0.0003667),
 'joy', (0.0000807),
 'sadness', (0.0003505)",anger
3228,p,"va bene va, tra dieci minuti sono li","Negative: 0.0008813%,
Neutral: 0.3165885%,
Positive: 0.6825302%",POSITIVE,"'anger', (0.0000982),
 'fear', (0.0002571),
 'joy', (0.9990335),
 'sadness', (0.0006113)",joy
3230,t,ah. (deluso) ciao,"Negative: 0.9926924%,
Neutral: 0.0070957%,
Positive: 0.0002120%",NEGATIVE,"'anger', (0.9109243),
 'fear', (0.0006466),
 'joy', (0.0003547),
 'sadness', (0.0880744)",anger
3231,a,"pronto, buonasera sono antonio, posso venire questa sera?","Negative: 0.0002218%,
Neutral: 0.2653343%,
Positive: 0.7344439%",POSITIVE,"'anger', (0.0001711),
 'fear', (0.0333944),
 'joy', (0.9368866),
 'sadness', (0.0295478)",joy
3231,a,domani? va bene va,"Negative: 0.0005090%,
Neutral: 0.3379467%,
Positive: 0.6615443%",POSITIVE,"'anger', (0.0003472),
 'fear', (0.0340532),
 'joy', (0.0482721),
 'sadness', (0.9173274)",sadness
3232,aldo,e va bene,"Negative: 0.0001787%,
Neutral: 0.0098572%,
Positive: 0.9899642%",POSITIVE,"'anger', (0.0025492),
 'fear', (0.3909756),
 'joy', (0.0018493),
 'sadness', (0.6046259)",sadness
3233,d,va bene ci vediamo tra poco,"Negative: 0.0003062%,
Neutral: 0.1466800%,
Positive: 0.8530138%",POSITIVE,"'anger', (0.0001389),
 'fear', (0.0002272),
 'joy', (0.9993579),
 'sadness', (0.0002760)",joy
3235,a,"mannaggia la madonna, non mi fate neanche mangiare, adesso sto venendo ","Negative: 0.4212293%,
Neutral: 0.2711030%,
Positive: 0.3076678%",NEGATIVE,"'anger', (0.5891549),
 'fear', (0.0011699),
 'joy', (0.0235531),
 'sadness', (0.3861220)",anger
3235,a2,eh butta le mani,"Negative: 0.6506885%,
Neutral: 0.3448093%,
Positive: 0.0045022%",NEGATIVE,"'anger', (0.9993334),
 'fear', (0.0002343),
 'joy', (0.0001092),
 'sadness', (0.0003229)",anger
3236,a,"no, non tieni niente da prenderti collera ","Negative: 0.6946234%,
Neutral: 0.3034079%,
Positive: 0.0019687%",NEGATIVE,"'anger', (0.9993068),
 'fear', (0.0003082),
 'joy', (0.0000872),
 'sadness', (0.0002978)",anger
3236,a,"e. domani. va buono, lascia perdere","Negative: 0.0005305%,
Neutral: 0.0131043%,
Positive: 0.9863652%",POSITIVE,"'anger', (0.8649573),
 'fear', (0.0726110),
 'joy', (0.0009582),
 'sadness', (0.0614736)",anger
3236,u,ve lo giuro sulla madonna,"Negative: 0.0009759%,
Neutral: 0.0107517%,
Positive: 0.9882724%",POSITIVE,"'anger', (0.0003184),
 'fear', (0.0003741),
 'joy', (0.9984668),
 'sadness', (0.0008407)",joy
3237,a,sto al bar da clemente,"Negative: 0.0011693%,
Neutral: 0.0797885%,
Positive: 0.9190422%",POSITIVE,"'anger', (0.9986749),
 'fear', (0.0009408),
 'joy', (0.0001396),
 'sadness', (0.0002449)",anger
3237,a,tu vieni a prenderti il “caffè” e non ti preoccupare,"Negative: 0.0010663%,
Neutral: 0.4312416%,
Positive: 0.5676920%",POSITIVE,"'anger', (0.0012512),
 'fear', (0.9970054),
 'joy', (0.0009371),
 'sadness', (0.0008065)",fear
3237,a,butta la mani,"Negative: 0.6305640%,
Neutral: 0.3605165%,
Positive: 0.0089194%",NEGATIVE,"'anger', (0.0019224),
 'fear', (0.0034711),
 'joy', (0.0128734),
 'sadness', (0.9817331)",sadness
3238,a,due minuti è impossibile. aspettami dietro al kristall,"Negative: 0.9752126%,
Neutral: 0.0244031%,
Positive: 0.0003843%",NEGATIVE,"'anger', (0.0040298),
 'fear', (0.0009160),
 'joy', (0.0011059),
 'sadness', (0.9939485)",sadness
3239,u,va bene ,"Negative: 0.0003633%,
Neutral: 0.0579390%,
Positive: 0.9416977%",POSITIVE,"'anger', (0.0001156),
 'fear', (0.0002773),
 'joy', (0.9992340),
 'sadness', (0.0003731)",joy
3240,u,me ne servono “due” palesemente due dosi di cocaina,"Negative: 0.9855934%,
Neutral: 0.0139759%,
Positive: 0.0004307%",NEGATIVE,"'anger', (0.9993172),
 'fear', (0.0003311),
 'joy', (0.0001096),
 'sadness', (0.0002421)",anger
3240,u,pure io sto andando ,"Negative: 0.0020441%,
Neutral: 0.3983097%,
Positive: 0.5996462%",POSITIVE,"'anger', (0.0001101),
 'fear', (0.0005565),
 'joy', (0.9891444),
 'sadness', (0.0101890)",joy
3241,a,non si sente bene,"Negative: 0.9465731%,
Neutral: 0.0502281%,
Positive: 0.0031986%",NEGATIVE,"'anger', (0.0001786),
 'fear', (0.0012690),
 'joy', (0.0281168),
 'sadness', (0.9704357)",sadness
3243,u,va bene ciao,"Negative: 0.0004663%,
Neutral: 0.1988083%,
Positive: 0.8007255%",POSITIVE,"'anger', (0.0001465),
 'fear', (0.0002515),
 'joy', (0.9993265),
 'sadness', (0.0002755)",joy
3245,a,ehsono al bar di clemente,"Negative: 0.0012050%,
Neutral: 0.0837777%,
Positive: 0.9150173%",POSITIVE,"'anger', (0.0063802),
 'fear', (0.0347415),
 'joy', (0.7705969),
 'sadness', (0.1882813)",joy
3246,m,va bene,"Negative: 0.0003633%,
Neutral: 0.0579390%,
Positive: 0.9416977%",POSITIVE,"'anger', (0.0009033),
 'fear', (0.9911277),
 'joy', (0.0024949),
 'sadness', (0.0054742)",fear
3247,a,"niente, non tengo niente mario","Negative: 0.5216696%,
Neutral: 0.4634450%,
Positive: 0.0148855%",NEGATIVE,"'anger', (0.0015471),
 'fear', (0.0006391),
 'joy', (0.0003427),
 'sadness', (0.9974711)",sadness
3247,m,"ah, va bene, ciao","Negative: 0.0002918%,
Neutral: 0.0745136%,
Positive: 0.9251945%",POSITIVE,"'anger', (0.0000592),
 'fear', (0.0003674),
 'joy', (0.9987658),
 'sadness', (0.0008076)",joy
3248,da,quanto è vera la madonna (inteso come - lo giuro),"Negative: 0.0026614%,
Neutral: 0.0923128%,
Positive: 0.9050258%",POSITIVE,"'anger', (0.9976237),
 'fear', (0.0009984),
 'joy', (0.0005232),
 'sadness', (0.0008546)",anger
3248,a,"no, tra un’oretta e mezza, io già stavo scendendo mannaggia","Negative: 0.6337645%,
Neutral: 0.3441397%,
Positive: 0.0220957%",NEGATIVE,"'anger', (0.0007631),
 'fear', (0.0004233),
 'joy', (0.0068367),
 'sadness', (0.9919770)",sadness
3248,da,"eh, il bar che sta la dietro sta chiuso, da clemente dentro l’rocio va e viene","Negative: 0.0066667%,
Neutral: 0.4896016%,
Positive: 0.5037317%",POSITIVE,"'anger', (0.0010289),
 'fear', (0.0084151),
 'joy', (0.0003545),
 'sadness', (0.9902014)",sadness
3248,a,va bene va,"Negative: 0.0004421%,
Neutral: 0.0267177%,
Positive: 0.9728402%",POSITIVE,"'anger', (0.0002509),
 'fear', (0.0226987),
 'joy', (0.0010571),
 'sadness', (0.9759933)",sadness
3249,a,eh. io vado e vengo. non ti posso assicurare niente,"Negative: 0.8914922%,
Neutral: 0.1030511%,
Positive: 0.0054568%",NEGATIVE,"'anger', (0.0021089),
 'fear', (0.0009208),
 'joy', (0.0005078),
 'sadness', (0.9964624)",sadness
3249,a,va bene ,"Negative: 0.0003633%,
Neutral: 0.0579390%,
Positive: 0.9416977%",POSITIVE,"'anger', (0.0001156),
 'fear', (0.0002773),
 'joy', (0.9992340),
 'sadness', (0.0003731)",joy
3251,u,da zii clemente ,"Negative: 0.0013928%,
Neutral: 0.2529519%,
Positive: 0.7456552%",POSITIVE,"'anger', (0.0000947),
 'fear', (0.0002207),
 'joy', (0.9988110),
 'sadness', (0.0008735)",joy
3251,a,eh non ti preoccupare aspetta dieci minuti li non ti preoccupare va bene ,"Negative: 0.0077161%,
Neutral: 0.1401652%,
Positive: 0.8521187%",POSITIVE,"'anger', (0.0005440),
 'fear', (0.9961359),
 'joy', (0.0019716),
 'sadness', (0.0013484)",fear
3253,u,buon giorno sono quell’amico di antonio vi ricordate,"Negative: 0.0001336%,
Neutral: 0.0675431%,
Positive: 0.9323232%",POSITIVE,"'anger', (0.0001413),
 'fear', (0.0002078),
 'joy', (0.9994124),
 'sadness', (0.0002385)",joy
3254,a,va bene. ,"Negative: 0.0005948%,
Neutral: 0.0189602%,
Positive: 0.9804450%",POSITIVE,"'anger', (0.0000670),
 'fear', (0.0005104),
 'joy', (0.9960760),
 'sadness', (0.0033465)",joy
3256,u,ehhhh. per li fuori proprio no. ,"Negative: 0.9455059%,
Neutral: 0.0534521%,
Positive: 0.0010419%",NEGATIVE,"'anger', (0.0015239),
 'fear', (0.0005327),
 'joy', (0.1872067),
 'sadness', (0.8107368)",sadness
3257,u,tutto a posto?,"Negative: 0.0004357%,
Neutral: 0.1085826%,
Positive: 0.8909817%",POSITIVE,"'anger', (0.0043389),
 'fear', (0.0009430),
 'joy', (0.0004783),
 'sadness', (0.9942397)",sadness
3257,a,va bene,"Negative: 0.0003633%,
Neutral: 0.0579390%,
Positive: 0.9416977%",POSITIVE,"'anger', (0.0009033),
 'fear', (0.9911277),
 'joy', (0.0024949),
 'sadness', (0.0054742)",fear
3258,g,"ah,. non puoi venire a. al passaggio a livello la dietro. no. ","Negative: 0.9662996%,
Neutral: 0.0333369%,
Positive: 0.0003635%",NEGATIVE,"'anger', (0.0023323),
 'fear', (0.0009092),
 'joy', (0.0002359),
 'sadness', (0.9965227)",sadness
3259,g,va bene. ,"Negative: 0.0005948%,
Neutral: 0.0189602%,
Positive: 0.9804450%",POSITIVE,"'anger', (0.0000670),
 'fear', (0.0005104),
 'joy', (0.9960760),
 'sadness', (0.0033465)",joy
3260,r,va bene. ,"Negative: 0.0005948%,
Neutral: 0.0189602%,
Positive: 0.9804450%",POSITIVE,"'anger', (0.0000670),
 'fear', (0.0005104),
 'joy', (0.9960760),
 'sadness', (0.0033465)",joy
3261,u,"buona sera, dove state? sono quell’amico di stamattina. ","Negative: 0.0001889%,
Neutral: 0.0791595%,
Positive: 0.9206517%",POSITIVE,"'anger', (0.0001040),
 'fear', (0.0001633),
 'joy', (0.9992219),
 'sadness', (0.0005108)",joy
3262,a,ahhh. allora sei scemo! non mi capisci a me. ,"Negative: 0.9897059%,
Neutral: 0.0099278%,
Positive: 0.0003662%",NEGATIVE,"'anger', (0.9993082),
 'fear', (0.0001478),
 'joy', (0.0001438),
 'sadness', (0.0004002)",anger
3262,u,ah. non avete capito c’è quello con la macchina blue non mi voglio fare vedere. pare brutto. ,"Negative: 0.9959977%,
Neutral: 0.0038048%,
Positive: 0.0001976%",NEGATIVE,"'anger', (0.0014933),
 'fear', (0.0006009),
 'joy', (0.0003064),
 'sadness', (0.9975994)",sadness
3262,u,"ehh. lo fate andare via, sembra brutto, dopo che dice. che può pensare. ","Negative: 0.9888923%,
Neutral: 0.0107011%,
Positive: 0.0004066%",NEGATIVE,"'anger', (0.0022152),
 'fear', (0.0006686),
 'joy', (0.0001979),
 'sadness', (0.9969182)",sadness
3262,u,ah. si va bene. ,"Negative: 0.0002106%,
Neutral: 0.0037970%,
Positive: 0.9959924%",POSITIVE,"'anger', (0.0002751),
 'fear', (0.0010521),
 'joy', (0.0649820),
 'sadness', (0.9336907)",sadness
3264,u,buon giorno vi siete svegliato,"Negative: 0.0001091%,
Neutral: 0.0089013%,
Positive: 0.9909896%",POSITIVE,"'anger', (0.0003744),
 'fear', (0.1976469),
 'joy', (0.2274152),
 'sadness', (0.5745635)",sadness
3264,a,va bene. ciao,"Negative: 0.0005373%,
Neutral: 0.1285596%,
Positive: 0.8709031%",POSITIVE,"'anger', (0.0001163),
 'fear', (0.0002254),
 'joy', (0.9993087),
 'sadness', (0.0003496)",joy
3267,a,va bene ,"Negative: 0.0003633%,
Neutral: 0.0579390%,
Positive: 0.9416977%",POSITIVE,"'anger', (0.0001156),
 'fear', (0.0002773),
 'joy', (0.9992340),
 'sadness', (0.0003731)",joy
3267,a,va bene non ti preoccupare,"Negative: 0.0008286%,
Neutral: 0.0619759%,
Positive: 0.9371955%",POSITIVE,"'anger', (0.0009260),
 'fear', (0.9970177),
 'joy', (0.0010161),
 'sadness', (0.0010403)",fear
3268,m,ha l'addietro. va bene ,"Negative: 0.0008157%,
Neutral: 0.4985784%,
Positive: 0.5006059%",POSITIVE,"'anger', (0.0002213),
 'fear', (0.0044559),
 'joy', (0.0178241),
 'sadness', (0.9774987)",sadness
3269,m,ah! va bene ci vediamo tra dieci minuti,"Negative: 0.0004828%,
Neutral: 0.1336899%,
Positive: 0.8658273%",POSITIVE,"'anger', (0.0000954),
 'fear', (0.0003348),
 'joy', (0.9992641),
 'sadness', (0.0003057)",joy
3270,a,va bene ,"Negative: 0.0003633%,
Neutral: 0.0579390%,
Positive: 0.9416977%",POSITIVE,"'anger', (0.0001156),
 'fear', (0.0002773),
 'joy', (0.9992340),
 'sadness', (0.0003731)",joy
3271,a,eh! dove sta il bar di clemente!,"Negative: 0.0031237%,
Neutral: 0.0810877%,
Positive: 0.9157886%",POSITIVE,"'anger', (0.9985515),
 'fear', (0.0010678),
 'joy', (0.0001249),
 'sadness', (0.0002557)",anger
3271,p,il bar di clemente?. ok! va bene ,"Negative: 0.0005636%,
Neutral: 0.0839143%,
Positive: 0.9155222%",POSITIVE,"'anger', (0.0001359),
 'fear', (0.0072171),
 'joy', (0.0655706),
 'sadness', (0.9270764)",sadness
3271,a,eh meglio la ,"Negative: 0.0029075%,
Neutral: 0.0785479%,
Positive: 0.9185447%",POSITIVE,"'anger', (0.1334399),
 'fear', (0.0059839),
 'joy', (0.1673967),
 'sadness', (0.6931795)",sadness
3271,a,eh! ma voi state. va bene si al cavallino. ci vediamo là,"Negative: 0.0015454%,
Neutral: 0.3292684%,
Positive: 0.6691862%",POSITIVE,"'anger', (0.0663018),
 'fear', (0.0513642),
 'joy', (0.4366123),
 'sadness', (0.4457218)",sadness
3272,a1,sono antonio (amoroso),"Negative: 0.0016513%,
Neutral: 0.3920531%,
Positive: 0.6062956%",POSITIVE,"'anger', (0.0001072),
 'fear', (0.0001951),
 'joy', (0.9991780),
 'sadness', (0.0005196)",joy
3274,a,sto dal mericano sto venendo,"Negative: 0.0014252%,
Neutral: 0.4697108%,
Positive: 0.5288640%",POSITIVE,"'anger', (0.0010522),
 'fear', (0.4464281),
 'joy', (0.5242698),
 'sadness', (0.0282499)",joy
3275,a1,va bene,"Negative: 0.0003633%,
Neutral: 0.0579390%,
Positive: 0.9416977%",POSITIVE,"'anger', (0.0009033),
 'fear', (0.9911277),
 'joy', (0.0024949),
 'sadness', (0.0054742)",fear
3278,a,eh. no. non tengo neanche quelle carte. quei documenti. ,"Negative: 0.9706662%,
Neutral: 0.0282218%,
Positive: 0.0011120%",NEGATIVE,"'anger', (0.0010091),
 'fear', (0.0003641),
 'joy', (0.0007097),
 'sadness', (0.9979171)",sadness
3278,r,va bene,"Negative: 0.0003633%,
Neutral: 0.0579390%,
Positive: 0.9416977%",POSITIVE,"'anger', (0.0009033),
 'fear', (0.9911277),
 'joy', (0.0024949),
 'sadness', (0.0054742)",fear
3279,a,"eh. sto già tutto sporco, sto al pagliarone. stiamo facendo il vino dentro la pressa. ","Negative: 0.9836998%,
Neutral: 0.0154044%,
Positive: 0.0008959%",NEGATIVE,"'anger', (0.2225962),
 'fear', (0.0366844),
 'joy', (0.0005778),
 'sadness', (0.7401415)",sadness
3279,n,va bene ihà!,"Negative: 0.0003279%,
Neutral: 0.0062632%,
Positive: 0.9934089%",POSITIVE,"'anger', (0.0001654),
 'fear', (0.0001934),
 'joy', (0.9994023),
 'sadness', (0.0002389)",joy
3280,a,"oh! ntonio io con tutto il cuore ti vorrei accontentare, ma tu dove stai?","Negative: 0.0014904%,
Neutral: 0.2501096%,
Positive: 0.7484000%",POSITIVE,"'anger', (0.0010344),
 'fear', (0.0005334),
 'joy', (0.2988970),
 'sadness', (0.6995351)",sadness
3280,a1,ma vengo a casa ti porto pure questi cosi. ,"Negative: 0.0002819%,
Neutral: 0.0186139%,
Positive: 0.9811041%",POSITIVE,"'anger', (0.0001421),
 'fear', (0.0001614),
 'joy', (0.9991434),
 'sadness', (0.0005532)",joy
3282,m,buon giorno ,"Negative: 0.0000926%,
Neutral: 0.0049625%,
Positive: 0.9949449%",POSITIVE,"'anger', (0.0002558),
 'fear', (0.0001825),
 'joy', (0.9993154),
 'sadness', (0.0002464)",joy
3282,a,oh!. èper il momento sto dallo sfuriato,"Negative: 0.6325102%,
Neutral: 0.3071755%,
Positive: 0.0603143%",NEGATIVE,"'anger', (0.0002317),
 'fear', (0.0070102),
 'joy', (0.0006848),
 'sadness', (0.9920734)",sadness
3284,a1,va bene ,"Negative: 0.0003633%,
Neutral: 0.0579390%,
Positive: 0.9416977%",POSITIVE,"'anger', (0.0001156),
 'fear', (0.0002773),
 'joy', (0.9992340),
 'sadness', (0.0003731)",joy
3285,a,qua le cose qua. camminano un poco loffie (fiacche) ,"Negative: 0.7703444%,
Neutral: 0.2276584%,
Positive: 0.0019972%",NEGATIVE,"'anger', (0.0004009),
 'fear', (0.0004012),
 'joy', (0.0022640),
 'sadness', (0.9969339)",sadness
3285,g,e va bene ,"Negative: 0.0001787%,
Neutral: 0.0098572%,
Positive: 0.9899642%",POSITIVE,"'anger', (0.0002510),
 'fear', (0.0119475),
 'joy', (0.0019927),
 'sadness', (0.9858088)",sadness
3286,a,oh! santillo ma io non posso fare niente però è. ,"Negative: 0.3981690%,
Neutral: 0.3722491%,
Positive: 0.2295820%",NEGATIVE,"'anger', (0.0008158),
 'fear', (0.0002659),
 'joy', (0.0013479),
 'sadness', (0.9975702)",sadness
3286,a,non si capisce niente proprio dove stai non si capisce io non ti capisco. ,"Negative: 0.9855698%,
Neutral: 0.0138438%,
Positive: 0.0005866%",NEGATIVE,"'anger', (0.3673960),
 'fear', (0.0007477),
 'joy', (0.0012005),
 'sadness', (0.6306558)",sadness
3287,u,"tu lo hai sempre spento, sempre spento","Negative: 0.8448416%,
Neutral: 0.1533199%,
Positive: 0.0018385%",NEGATIVE,"'anger', (0.0817688),
 'fear', (0.0046094),
 'joy', (0.0002633),
 'sadness', (0.9133584)",sadness
3287,a,"dieci minuti, dieci minuti, più assai me ne vado però è. ,","Negative: 0.1024223%,
Neutral: 0.3689356%,
Positive: 0.5286421%",POSITIVE,"'anger', (0.0004880),
 'fear', (0.0004168),
 'joy', (0.0005639),
 'sadness', (0.9985313)",sadness
3288,a,al kristal che è meglio,"Negative: 0.0185286%,
Neutral: 0.4128684%,
Positive: 0.5686030%",POSITIVE,"'anger', (0.0109388),
 'fear', (0.3379764),
 'joy', (0.1302752),
 'sadness', (0.5208096)",sadness
3289,a,ci prendiamo un “caffè” la e poi ci arriviamo un minuto da quell’amico ihà!,"Negative: 0.0019466%,
Neutral: 0.3157697%,
Positive: 0.6822837%",POSITIVE,"'anger', (0.0003240),
 'fear', (0.0001942),
 'joy', (0.9991089),
 'sadness', (0.0003730)",joy
3290,m,pronto! buonasera dove state ,"Negative: 0.0000935%,
Neutral: 0.0200284%,
Positive: 0.9798781%",POSITIVE,"'anger', (0.0001444),
 'fear', (0.0001776),
 'joy', (0.9992798),
 'sadness', (0.0003983)",joy
3291,a,va bene ,"Negative: 0.0003633%,
Neutral: 0.0579390%,
Positive: 0.9416977%",POSITIVE,"'anger', (0.0001156),
 'fear', (0.0002773),
 'joy', (0.9992340),
 'sadness', (0.0003731)",joy
3293,a1,si è staccato il telefono prima,"Negative: 0.6448853%,
Neutral: 0.3537573%,
Positive: 0.0013574%",NEGATIVE,"'anger', (0.0004100),
 'fear', (0.0157910),
 'joy', (0.0008314),
 'sadness', (0.9829676)",sadness
3293,a,"e. no,. tu dici hai finito i soldi che ne so io. che è ","Negative: 0.5844573%,
Neutral: 0.4131439%,
Positive: 0.0023988%",NEGATIVE,"'anger', (0.9993530),
 'fear', (0.0001852),
 'joy', (0.0001931),
 'sadness', (0.0002686)",anger
3294,p,sono peppe,"Negative: 0.7815610%,
Neutral: 0.2151561%,
Positive: 0.0032829%",NEGATIVE,"'anger', (0.9985611),
 'fear', (0.0002173),
 'joy', (0.0001636),
 'sadness', (0.0010580)",anger
3294,a,va bene ,"Negative: 0.0003633%,
Neutral: 0.0579390%,
Positive: 0.9416977%",POSITIVE,"'anger', (0.0001156),
 'fear', (0.0002773),
 'joy', (0.9992340),
 'sadness', (0.0003731)",joy
3296,a,va bene ,"Negative: 0.0003633%,
Neutral: 0.0579390%,
Positive: 0.9416977%",POSITIVE,"'anger', (0.0001156),
 'fear', (0.0002773),
 'joy', (0.9992340),
 'sadness', (0.0003731)",joy
3296,a,va bene ,"Negative: 0.0003633%,
Neutral: 0.0579390%,
Positive: 0.9416977%",POSITIVE,"'anger', (0.0001156),
 'fear', (0.0002773),
 'joy', (0.9992340),
 'sadness', (0.0003731)",joy
3297,a,perché. ieri sera non è venuto santino (fabi santolo). ne fesso?,"Negative: 0.8329653%,
Neutral: 0.1665838%,
Positive: 0.0004508%",NEGATIVE,"'anger', (0.9994166),
 'fear', (0.0001632),
 'joy', (0.0001627),
 'sadness', (0.0002574)",anger
3297,a,ma chi ti ha detto queste fesserie ,"Negative: 0.9639955%,
Neutral: 0.0356431%,
Positive: 0.0003614%",NEGATIVE,"'anger', (0.9992685),
 'fear', (0.0002287),
 'joy', (0.0000838),
 'sadness', (0.0004189)",anger
3297,a,amedeo non è venuto! mica ,"Negative: 0.6274212%,
Neutral: 0.3646362%,
Positive: 0.0079425%",NEGATIVE,"'anger', (0.0135317),
 'fear', (0.0004818),
 'joy', (0.0003260),
 'sadness', (0.9856604)",sadness
3297,r,amedeo pure è venuto!,"Negative: 0.0004461%,
Neutral: 0.0289176%,
Positive: 0.9706363%",POSITIVE,"'anger', (0.0001105),
 'fear', (0.0002320),
 'joy', (0.9983645),
 'sadness', (0.0012930)",joy
3297,r,ed ho detto allora. uno si è comportato buono. perché chi si comporta bene. sempre educato e corretto. ,"Negative: 0.0004922%,
Neutral: 0.0254456%,
Positive: 0.9740622%",POSITIVE,"'anger', (0.0002763),
 'fear', (0.0002445),
 'joy', (0.9987225),
 'sadness', (0.0007566)",joy
3297,a,ma tu qualche altra volta. oh! pronto!,"Negative: 0.0005012%,
Neutral: 0.0895063%,
Positive: 0.9099926%",POSITIVE,"'anger', (0.0001563),
 'fear', (0.0002105),
 'joy', (0.9993985),
 'sadness', (0.0002348)",joy
3297,r,tu non hai mai avuto problemi fin ora. ti mi dicesti raffaele io tengo un. ,"Negative: 0.0036022%,
Neutral: 0.0412451%,
Positive: 0.9551528%",POSITIVE,"'anger', (0.0002370),
 'fear', (0.8444965),
 'joy', (0.0655426),
 'sadness', (0.0897240)",fear
3297,a,"ma quanto mai raffaele, ti dicono solo fesserie, raffaele la gente sono. ","Negative: 0.7921327%,
Neutral: 0.2021910%,
Positive: 0.0056763%",NEGATIVE,"'anger', (0.9993419),
 'fear', (0.0001857),
 'joy', (0.0001035),
 'sadness', (0.0003689)",anger
3297,r,dicono le fesserie!,"Negative: 0.9236630%,
Neutral: 0.0747376%,
Positive: 0.0015993%",NEGATIVE,"'anger', (0.9993741),
 'fear', (0.0002512),
 'joy', (0.0001021),
 'sadness', (0.0002726)",anger
