tweet_text,sentiment
"@turborovescio @annatrieste @PReina25 Non intervengo mai nelle tue discussione ""terze"" ma associare tutto un popolo alle indagini DDA Ã¨  molto  brutto e altro che nn dico xke ti rispetto.",negative
"Mi sbagliavo io,@douglascosta va riscattato entro il 30/06/2018 versando 20mln.I 40mln pattuiti sono in 2 tranche e ovviamente,dovendo fare altre operazione x non appesantire il bilancio resterÃ  cosÃ¬,inutile pagarlo tutto ora.",negative
"Mi viene da piangere non sono psicologicamente pronta a dire addio a @OfficialRadja, mi prende proprio male",negative
Portatemi @paulpogba o #MilinkovicSavic e forse ci perdono sta giornata di merda. #Juventus #Higuain,negative
@NemesiEX @MbCodone @GN80028 @sharethegol @andrea_vadala @annatrieste @sscnapoli @Cristiano @mattinodinapoli Ma questo cosa usa? Sicuramente roba scaduta,negative
@chiellini Uno come te dovrebbe  solo  stare zitto nascondersi e vergognarsi per quello che hai detto all'arbitro  in champions.,negative
@realvarriale @dries_mertens14 @PauDybala_JR @G_Higuain Lei ha un problema serio. Ã tifoso. Anzi ultras. E non Ã¨ credibile. Ma il problema piÃ¹ grande lo ho io che perdo il mio tempo a risponderle.,negative
"@kkoulibaly26 Caro @kkoulibaly26 se mi permetti vorrei provare a scherzare un po'.
Ti definisci ""nero, terrone e francese"", mancava solo ebreo a un profilo perfetto per discriminazione.
Per me sei solo un campione, questo basta. 
Ti ammiro, vai avanti cosÃ¬.
Un abbraccio da un interista deluso.",negative
@MinolloO @Lor_Insigne @PReina25 No no in questo siete i maestri mi dispiace,negative
"@FURIACEC @Zios34149466 @kkoulibaly26 Generalizzare sarebbe sbagliato, quello che infastidisce Ã¨ la loro ipocrisia",negative
"@juventusfc @Cristiano Ma andate a cagare, fare figure di merda del genere contro i bovini Ã¨ vergognoso.",negative
@augustociardi @OfficialRadja Grazie Ninja @OfficialRadja peccato non aver vinto nulla insieme! Salutace er pelato,negative
"@douglascosta tu sei un coglione pezzo di merda cerebroleso...
torna dalla savana dalla quale vieni lota e non ti permettere  di nominare Napoli ed i napoletani munnezza",negative
"@realvarriale @sscnapoli @kkoulibaly26 PerchÃ© lo prevede la regola del calcio.
Poi ripeto oggi i buuu a Bergamo a DCosta e ASandro ?
Avrebbero dovuto piangere.
Non approvo ma non giustifico.
Fattene una ragione altrimenti non arrivate nemmeno secondi",negative
@neymarjr Chinga tu reputisima madre... pinche princesa de mierda! Clavadista.. la recontra concha de tu putisima madre!!..anyways good win brazil ?,negative
@strumentiumani @OfficialRadja PiÃ¹ che deluso a me me roderebbe proprio er culo... e comunque sembra che sia la Roma a volerlo vendere,negative
"@ManuelMonzani @SkySport @Cristiano @MauroIcardi @FQuagliarella27 @arekmilik9 @ciroimmobile @G_Higuain @EdDzeko Non lo abbiamo mai pensato perchÃ© Ã© da quando sono sparite le milanesi dal calcio che questo TG sportivo Ã¨ indirizzato....
Quindi Ã¨ un giochino pressochÃ© inutile...",negative
"@juventusfc @Cristiano @SamiKhedira Bisogna assolutamente sostituire quella specie di allenatore che abbiamo in panchina, non capisce niente di calcio Ã¨ solo fortunato ed ha una squadra fortissima e non la sa neanche mettere in campo. Dimettiti, sei il peggiore allenatore della serie A",negative
"@Anna_1897 @ilPadrinoSal @juventusfc @Cristiano Siete patetici, anche ora non vi godete l'evento e pensate al Napoli!!!!",negative
"@joaome17 Tutti e dico tutti hanno diritto a dire la propria, soprattutto se si fa parte del sistema calcio, perchÃ© di questo passo il giocattolo si romperÃ  (e siamo arrivati ormai oltre la frutta) e si perderÃ  TUTTI.",negative
"1/2
A 35 anni va allo stadio e muore dopo scontri tra tifoserie.
Nel 2018 cori razzisti contro @kkoulibaly26. 
Sono senza parole, siamo un paese senza speranza ma non mi venite a dire che il calcio Ã¨ il problema perchÃ© il calcio Ã¨ semplicemente lo specchio piÃ¹ tangibile di quello",negative
"@Antonio53123322 @PReina25 E non sono illazioni, imbecille di merda! Parliamo di un'indagine dell'Antimafia che ha provato che Reina ha intrattenuto e continua ad intrattenere rapporti con esponenti camorristi anche dopo un primo arresto. Si vergogni lui e chi lo difende.",negative
"Peccato per @SamiKhedira per la sua #germanica che Ã¨ uscita anzitempo al mondiale.
#WorldCup",negative
"@Simone99402388 @sasas49 @mauMY7H @Cristiano sÃ¬ voglio dire che non Ã¨ vero e voglio ribadire che avete unÂautoironia degna di un direttore di unÂazienda di pompe funebri. Madonnina santa, noiosi, pesanti, pesanti, noiosi. Per delicatezza femminile non vi dico dove ve lo potete ficcare Ronaldo, con il suo 7. Non vi si regge.",negative
La @juventusfcen e la suggestione @Cristiano. Ma Ã¨ la trattativa piÃ¹ difficile di sempre - https://t.co/qVg9BoKCJG https://t.co/rdtnIojrWy,negative
La @juventusfcen e la suggestione @Cristiano. Ma Ã¨ la trattativa piÃ¹ difficile di sempre - https://t.co/qVg9BoKCJG https://t.co/rdtnIojrWy,negative
@juventusfcen @Cristiano CI SBRIGHIAMO A METTERE STE FOTO SU INSTAGRAM SUUUU LE BASI PROPRIO,negative
@MircoMigliaro @casimirodenitto @OfficialRadja porcodio che societÃ  ridicola,negative
"@kkoulibaly26 Purtroppo esistono tanti, troppi deficienti, ma per fortuna non siamo tutti cosÃ¬!",negative
"@spano81 @OfficialAllegri @Cristiano Quando l'odio Ã¨ personale il giudizio Ã¨ sempre offuscato, non andrÃ  mai bene niente",negative
@OfficialRadja mercenario del cazzo se te ne vuoi tornare a Roma fai pure tanto ormai sei un calciatore FINITO!!!! E dÃ¬ al tuo caro amico Totti che rivogliamo Zaniolo che Ã¨ 10 volte piÃ¹ forte di te!!!,negative
@FIGC @AIA_it #InterNapoli insulti razzisti contro @kkoulibaly26 ?? spero che prenderete provvedimenti!! Basta non se ne puÃ² piÃ¹!!,negative
Qualcuno ha spiegato le regole del mondiale a @adnanjanuzaj a cui auguro di essere sodomizzato dal negro di wattsapp a meno che non mi invii 420 Â?,negative
"Povero @Miralem_Pjanic , spero ti sia ripreso da quel terribile fallo e quella terribile caduta. Poveretto. https://t.co/OXunab68qz",negative
"Troppo #Bel e troppo @DeBruyneKev x #Brasile fuori dai mondiali. Fuoriclasse del #City firma il 2-0 ed Ã¨ devastante con le sue accelerazioni. In panchina @douglascosta deludente come SeleÃ§ao di #Tite, al contrario di @dries_mertens14, ancora una volta decisivo dalla panchina.",negative
@espimma88 @guywithavespa @Vivo_e_vegeto @DiegoMontuori @sscnapoli @douglascosta Siete penosi in tutto!!! Patetici e perdenti!!! https://t.co/rnWnCGmDM0,negative
@Cristiano ma il trasferimento alla @juventusfc Ã¨ peggio di un parto gemellare eh?!?!?!,negative
@OfficialAllegri Sempre attento a stigmatizzare cose che ti danno fastidio!!! Imbarazzante nellÂignorare e nellÂesprimere solidarietÃ  a @kkoulibaly26 ah dimenticavo tu le offese ed i cori razzisti non li senti...,negative
@acmilan @G_Higuain Spero che questa sostituzione non aspettata ...non significhi....ciÃ² che nemmeno vorrei pensare... Grazie campione,negative
Brutto il gesto di @simeonegiovanni ai tifosi viola dopo il goal. Ma mi sento anche in dovere di dire che spesso Ã¨ stato bersaglio di fischi e contestazioni pesanti. Certo avrebbe potuto evitare e uscire da gran Signore ma alla fin fine quel goal sfoga tutte le sue emozioni!!!,negative
"@realvarriale @Skysurfer72 @Axel848 @MirkozMCSG @Cristiano Parlando di rischi solo sportivi: Quale dovrebbe essere il rischio di comprarsi il giocatore piÃ¹ forte degli ultimi anni?? CosÃ¬, giusto per sapere.
Ho diversi amici tifosi che invidiano questa operazione, almeno gli spiego che non Ã¨ cosÃ¬ meraviglioso comprare CR7",negative
"@gdg60 @PReina25 @TommyStar55 @NicolaHiguain @G_Higuain Eh sÃ¬, sarÃ  proprio triste il povero @G_Higuain ma tanto tanto triste!! 
#MY7H https://t.co/IwwTH2mp5m",negative
"@capuanogio @Cristiano E poi magari a Fucecchio (che non so manco dove Ã¨) di Cristiani Ronaldo ne son nati 2 o 3, ma purtroppo sono andati alla scuola calcio e li hanno sgridati perchÃ¨ non rispettavano il 4-4-2 o qualche altro modulo",negative
@AccarinoMarco @Rafinha E se non torna... grigliata di consolazione!,negative
"@qisaarAliraqi @Cristiano Ma che cazzo vuoi che tra poco piangi, coglione",negative
@emme1963 @OfficialRadja Un cojone che si Ã¨ fatto cacciare qui. Qui doveva rimanere. Con noi. Idem il pelato che si Ã¨ pensato piÃ¹ importante della ns storia. Voleva Anda all Inter e verrÃ  cacciato come un sig nessuno. Radja fuori da Roma ha staccato. E il fisico chiede il conto. Uno spreco enorme,negative
@salpaladino @paulpogba Madonna mia non puÃ² fare queste robe eh! GiÃ  oggi sto messa male cosÃ¬ mi ammazza! ??????,negative
"Ma non ti vuole nessuno. Sei una pippa immonda. Resta dove sei e non cagare il cazzo.
@DarmianOfficial
Voi per forza dovete bruciare sto soldi porco Giuda? @juventusfc
#Darmian",negative
@DP_CMJ @realvarriale @G_Higuain @sscnapoli @juventusfc Voi lo diceste che era uno scarto Quando fu preso dal Napoli..,negative
@ThePapponiis @ADeLaurentiis @ECavaniOfficial @DLudovica Mi piacerebbe vedere questo video imbarazzante,negative
"@realvarriale @G_Higuain @sscnapoli @juventusfc L unico scarto sei tu.lui Ã¨ un giocatore come tanti nella Juve,nessuno Ã¨ uno scarto, ma si fanno delle scelte di mercato I sembra troppo dire scarto x higuain, dove vi ha purgato x due anni di fila... Chiamalo scarto",negative
@capuanogio @Cristiano Non sarebbe mai arrivato in serie A... PerchÃ© povero..in Italia devi pagare..le societÃ  dilettantistiche fanno soldi e non sono dilettanti per niente.. l unica cosa di dilettante sono i loro conti sempre in https://t.co/s8bpStrrRN vuoi liberarti di una societÃ  devi pagare,negative
@lebombediciro @ADeLaurentiis @dries_mertens14 Non va via e basta! !!! Avete rotto i coglioni!,negative
"@RollingStoneita @Cristiano @juventusfc Patetici,ma questo Ã© quello che ci propinano gia tutti i giornali e le tv, e poi vi lamentate del mal costume tutto italiano dell'imbroglio e dell'arroganza.",negative
"@soProud_of_You @DK_bosssss @aemme91 @haguilaflores @DiMarzio @realmadrid @juventusfc @Cristiano @ManUtd_Es Non sto certo difendendo la Juve,  le sentenze vanno rispettate. Mi sembra solo ridicolo che gli interisti continuino con sta storia, dato che alla prova dei fatti l'Inter non si Ã¨ comportata molto meglio della Juve in quegli anni...",negative
@Daniele250278 @Rafinha Credo che sia quasi impossibile purtroppo,negative
@SergioRamos D'ora in poi dovrai pagare tutti i trofei che hai rubato e che non meritavi.....tra l'altro hai segnato un gol con l'ennesimo fallo non fischiato perchÃ© siete la mafia.....Statti bene Ramos e ringrazia Cristiano Ronaldo altrimenti eri una nullitÃ  ..... https://t.co/cv3gAUEsDK,negative
"@realvarriale @G_Higuain @sscnapoli @juventusfc @realvarriale avete scaricato il vostro perdente patetico razzista omofobo generale, perchÃ© fate i moralisti? Imbarazzanti",negative
"@pavanmassimo @TUTTOJUVE_COM @simoneverdioff @G_Higuain Vergogna assoluta,quel verme che  fa la domanda e quel mezzuomo che ci ride....Ma che schifo....",negative
"@ilnostroeterno @OfficialRadja PerchÃ©, penso, Spalletti ha lottato tanto per averlo e non lo lascerebbe andare tanto facilmente",negative
"@Albiceleste89 @juventusfc @Cuadrado E che cazzo c'entra? Sei proprio un interista, inopportuno fino alla fine",negative
@kingdeltwtpart @Cristiano Notizia senza senso perchÃ© due secondi dopo ha detto che rinnova,negative
"@douglascosta La merda e nera non azzurra chissÃ  perchÃ© tu sei nero ???
Pezzo di merda metti altre foto con la tua scritta il tarocco che hai vinto portalo in Brasile siete la vergogna del calcio con zero titoli in Europa da sempre senza arbitro zero titoli merda nera",negative
"@SanteTricarico @Cristiano Me lo auguro, a Bergamo sarÃ  durissima. Detto questo lasciarlo fuori la partita prima della sosta mi sembra una cosa senza senso. Se partirÃ  prima per le vacanze ancora peggio",negative
"@ManUtd @RomeluLukaku9 Ma chi cazzo se ne fotte coglioniiiiiiiii
 Tengo Ronaldooooo",negative
@davidSBM1 @sscnapoli @PReina25 Sicuramente sarai un terrone dirottato al nord...Noi del sud vi abbiamo civilizzato ma senza riuscirci.Siete la rovina del Paese. Avete rovinato il Calcio e non solo!,negative
"Purtroppo il Real Madrid ha ufficializzato lÂacquisto di @Cristiano da parte della @juventusfc, ora la domanda Ã¨ questa: le altre squadre che giocano a fare?",negative
@joaome17 spiace molto per il tuo affaticamento muscolare. Ti auguro di tornare presto tra i convocati ... di qualche altra squadra - da gennaio in poi. Indegno !!!,negative
@gianluigibuffon @juventusfc Questo Ã¨ il momento peggiore di tutti i tempi .. Ci manchi per sempre Gigi ? https://t.co/ZXE6ZlARQF,negative
"@annatrieste @sscnapoli @Cristiano @mattinodinapoli detesto questi cori perchÃ¨ oltre ad essere stupidi, danno modo di parlare a persone che non contano davvero un cazzo e non aspettano altro. non fate finta di offendervi, voi quando sentite i cori sul vesuvio avete un orgasmo che simulate in indignazione.",negative
"@OfficialASRoma @Fede2Fazio @Cristante @Hyundai_Italia Partita pessima, si salva solo il risultato (rubato). Sarebbe un errore madornale esaltare questa vittoria assolutamente estemporanea... la squadra Ã¨ malata, disorganizzata, sconclusionata, priva di grinta... inguardabile",negative
@bonucci_leo19 @juventusfces E se magari eviti di fare cazzate!!!,negative
"@YutoNagatomo5 Hey there! Hai appena corso un po '
Non comportarti da campione. Dopotutto, il samurai Ã¨ stupido? Non hai giocato metÃ  del gioco! Shameless!?@harikiri_tairi https://t.co/BKkH8WQMXh",negative
@GenoaCFC @romulocdr Troppo grammi...e societÃ  allo sfacelo. Anche i tifosi non ci credono piÃ¹. Maledetto #preziosi,negative
"#FranciaVsArgentina cosa credevate di fare #Messi e #Mascherano? Un allenatore inetto come #Pochettino che lascia fuori @PauDybala_JR e @G_Higuain non Ã¨ un allenatore, ma un perdente",negative
"Ieri ho provato imbarazzo e sdegno per i cori razzisti contro @kkoulibaly26 , e poi incredulitÃ  per scontri e agguati fuori dallo stadio, culminati con la morte di un giovane di 35 anni.
Il #calcio va fermato di fronte a queste follie.  #InterNapoli #razzismo",negative
@Dibos95 @OfficialRadja sicuramente non giocherÃ  in una squadra di unÂassociazione a delinquere,negative
"@matteoduranti10 @juventusfc @Cristiano @SerieA_TIM Quelli sono giÃ  piÃ¹ forti, hanno gli arbitri a favore...se mettono il n.1 del mondo dove vuoi andare? Giochi per il secondo posto? A me non piace.",negative
@Carloalvino @kkoulibaly26 @Lor_Insigne Veramente insigne con tutto rispetto a fatto cagare tutta la partita,negative
"@Enzosabella3 @SilviaJuventus @realvarriale @KMbappe @G_Higuain @PauDybala_JR Ma non ha mica detto che Ã¨ colpa loro, solo che hanno deluso. E non mi pare che abbia detto un'eresia. In una squadra pessima, ci sia aspettava che almeno loro incidessero, e invece pure loro hanno deluso.",negative
@Apollue @vincenzomerolla @realvarriale @gallobelotti A voi lo hanno dato e al Napoli no! Tu sei bugiardo e disonesto e dovresti vergognarti,negative
"@Carloalvino @kkoulibaly26 @Lor_Insigne Questa Ã¨ una grossa sciocchezza espulsione di insigne sacrosanta, lo insegue e lo scalcia 2 volte, sei il capitano non puoi perdere la testa, se lo giustifichiamo facciamo il male suo e nostro. Se cerchiamo sempre la scusa per i ns errori non cresceremo mai.",negative
"Nessun calciatore al mondo ha ricevuto tanto amore quanto odio come @G_Higuain , nessun calciatore al mondo perÃ² Ã¨ stato cosÃ¬ squallido.
#PerNonDimenticare #Higuain",negative
@IlarioDiGiovamb @Inter @OfficialRadja L'unico ridicolo sei te.,negative
"@juventinodoc73 @gobboveroefiero @CestariGiorgio @JuveTonino @sscnapoli @MrAncelotti @SerieA @Lor_Insigne @KeitaBalde Ci sono stati cori razzisti a cagliari? Ã una cosa orribile, senza giustificazioni. Certo che sono indignato",negative
@annatrieste @sscnapoli @Cristiano @mattinodinapoli Ma chi cazzo ti caga.,negative
"E quindi era tutto vero.
Brava @juventusfc, in bocca al lupo a @Cristiano per la nuova avventura italiana, la serie A ha una nuova icona.

No dai, mi fate comunque schifo tutti, adesso solo un po' di piÃ¹.
#WelcomeAsamoah",negative
"@walsantoro @OfficialRadja @lukamodric10 Asamoah Ã¨ solo stanco, gioca sempre. Manca lÂalternativa. Vrsaljko Ã¨ forte ma non lÂabbiamo ancora visto davvero",negative
@spano81 @GislasonRurik Sono 3 mesi che non si regge in piedi.,negative
"Disculpame @Cristiano, volevo provarci ma non me la siento proprio https://t.co/ODzwxhSnEY",negative
@AAlciato @AleBonan @DiMarzio @fains @Cristiano @SkySport @DavideBucco Se avevo un dubbio di cancellare Sky .. ora me lo sono tolto ! Che schifo,negative
#BvbNapoli @cesc4official e #laxalt completerrbbero la rosa e non sono nemmeno colpi da milioni di euro forza @ADeLaurentiis ultimo sforzo nn deludere chi crede in te #ForzaNapoliSempre @sscnapoli #napolinelcuore #tifosoazzurro #Napoli @MrAncelotti,negative
@xcamjs @PauDybala_JR Bene ma non benissimo.. Mi aspetterei di piu,negative
@J_Mercato @JB17Official Fate una bella stronzata... Dura 2 anni e poi Ã¨ giÃ  da cambiare...,negative
@realvarriale @dries_mertens14 @PauDybala_JR @G_Higuain Che sei un coglione!,negative
@realvarriale @StefanoDiscreti @kkoulibaly26 @sscnapoli @Lor_Insigne Sei vergognoso,negative
"@haurahi13 @rizzi_mr @OfficialRadja Questa ossessione mi fa godere come un riccio, non si godono mai nulla perchÃ© pensano a noi",negative
@Stefandevrij Ma vergognati!!!,negative
"Mi chiedo una cosa ma i giocatori dell'inter non sono orgogliosi del colore della propria pelle? Non si sono indignati o chiamati in causa dai sostenitori della curva? Io sarei andato li sotto a zittirli...A no scusate i cori erano solo per @kkoulibaly26
#ForzaNapoliSempre",negative
"@icarus2004 @ilmochi @GiovanniCarli8 @robertoCR82 @GiuxInter @OfficialRadja Ho chiesto scusa ai milanesi per quello che stavo per dire si o no? Ti ripeto conosco milanesi o Lombardi in generale che hanno fatto carte false per rimanere a Roma,sono indoli caratteriali punto; avete tutto quello che si puÃ² comprare tranne quello che non si puÃ² comprare x noi",negative
@realvarriale @kkoulibaly26 @sscnapoli @Lor_Insigne ogni volta piÃ¹ patetico. vergognati giornalaio,negative
"Buongiorno Sig. @Fellaini non dia retta al sig. @frln86 Milano fa schifo ed Ã¨ noiosa. Poi lui preferisce Kalinic a Kane quindi non capisce un cazzo. Stia pure in Inghilterra ad avvitare bulloni.
Cordialmente",negative
@PauDybala_JR Ã un peccato vederti segnare poco perchÃ© sei costretto a giocare a metÃ  campo.. Stai facendo una grande stagione ma da centrocampista..e qui ci sono troppi idioti che ti criticano e non lo capiscono. Tu continua a migliorare che i gol arriveranno e il cagon andrÃ  via prima o poi,negative
"@kkoulibaly26 Nonostante tutto in (modo sportivo, odio il Napoli calcio) quello che Ã¨ successo ieri sera a San siro Ã¨ VERGOGNOSO!! E UNO SPORT E QUESTE COSE NON DEVONO ACCADERE!! SolidarietÃ  a Napoli e ai napoletani!",negative
"Caro @kkoulibaly26 , l'Italia purtroppo Ã¨ un paese strano, dedito solo in parte al multiculturalismo ed abitato da molti beoti che nel 2018 discriminano ancora per il colore della pelle. Ma non siamo tutti cosÃ¬, Napoli non Ã¨ cosÃ¬. Sei un esempio, avanti sempre #ForzaNapoliSempre",negative
"@augustociardi @_NISTA1927 @OfficialRadja Augu blocca sto clown, non perdere tempo a rispondergli",negative
"@KPBofficial @sscnapoli @kkoulibaly26 Joao Mario, Keita Balde, Asamoah e Dalbert....dove eravate durante i cori???? ....Non c'Ã¨ peggior sordo di chi non vuol sentire....VERGOGNA!!!!",negative
"@InsideBast @pavanmassimo @MATUIDIBlaise @kkoulibaly26 Qua non si discute se i cori su Matudi ci siano stati, qua sembra che siccome per Matuidi non si fece niente allora ""l'eco mediatico"" di adesso, Ã¨ esagerato. Visto che prima di Matuidi c'Ã¨ stato altro episodio, allora quasi sembra si voglia sottolineare reato di lesa maestÃ .",negative
Odio profondamente tutto ciÃ² che ruota intorno al #calcio e @neymarjr mi fa odiare anche ciÃ² che cÂÃ¨ dentro.,negative
@Cristiano senti mi stai mandando a puttane la sessione estiva CIOÃ O TI MUOVI E VENIRE OPPURE FACCELO DIRE DA QUALCUNO CAZZO,negative
@mononofu1899 @realvarriale @gallobelotti @TorinoFC_1906 Tu la realtÃ  dei fatti la chiamo ignoranza!? ??????Purtroppo per te il solo ignorante   Ipocrita sei solo tu! Siete tornati come eravate prima di Berlusconi-DellÂUtri ! Studia meglio la tua triste storia milanista!,negative
"@pezzolina1983 @OfficialRadja @OfficialASRoma lascia perde, io sto avvelenato..ho sopportato la cessione de Salah, questa sarebbe veramente lo scandalo assoluto, soprattutto se penso alla squadra dove dovrebbe andÃ ..",negative
"@acmilan @G_Higuain Riuscite a protestare contro l'AIA e contro questi arbitri sciagurati e inadeguati??? E' uno scandalo, ogni partita gialli e falli a caso e sempre contro!!! Una vergogna questo sistema!!",negative
"@IlariaNini @juventusfc @MarceloM12 @Cristiano Cerco di fare opera di autoconvincimento dicendomi: lo ha messo solo per stima e amicizia verso CR7, non c'Ã¨ altro sotto....ma in fondo in fondo, non mi credo nemmeno. Questi ultimi giorni sono stati troppo folli....",negative
"@SkySport @Cristiano @juventusfc @sampdoria Vergognatevi. Una telecronaca fatta da lacchÃ¨ servili. Marcheggiani il peggio del peggio. Buffoni, giullari e zerbini",negative
"Vogliamo @Cristiano lo capisci @MassMirabelli @guadafabio !!!! EÂ lÂunico che ci dovete portare dando Via quelle merde di Kalinic,Bacca,Suso,Locatelli etc.... non portateci quello schifo di zaza e giocatori di quel livello li non se ne puoi piÃ¹!!!NOI SIAMO IL MILANNNNNN!!",negative
@martib10_ @sofiaebastacosi @wandaicardi27 @MauroIcardi Guarda concordo con te e mi sembra stucchevole che questo non si percepisca. Guai a chi mi tocca Mauro. Lei invece deve imparare a capire che il nemico di Mauro Ã¨ il giornalista appecorinato a Torino (che mette zizzania in casa altrui???) e non il tifoso interista,negative
"@JackFly01 @acmilan @mbatshuayi Mi sto LETTERALMENTE cagando sotto. PerchÃ© il panzone sovrappeso che ha al massimo 2 stagioni buone da dare: Ã¨ lÂunico top prendibile non intaccando gli altri acquisti da fare, e soprattutto lÂunico non sopravvalutato",negative
@realvarriale @MarioMandzukic9 E della deludente prestazione di @MarioMandzukic9 nemmeno una parola?,negative
@realvarriale @kkoulibaly26 @sscnapoli @Lor_Insigne ADL ha causato e giustificato i comportamenti dei suoi giocatori. Non si devono giustificare i giocatori!,negative
"Boh, mi manchi. Mi manchi come se fossi il mio primo amore, come se avessi perso un caro amico. Un giorno forse mi abituerÃ² a non vederti con quella maglia bianca, a non gioire quando lo fai tu... ora perÃ² posso solo dire questo. Te extraÃ±o. @Cristiano",negative
@MilanEye @Fellaini Mi son rotto il cazzo di sti giocatori al Milan. Basta! Ma come cazzo si fa?! @MassMirabelli grazie per Kalinic e Borini ma basta con sti scarsi!,negative
@LAROMA24 Ok dopo questa ennesima cazzata ora mi auguro che almeno per questa sessione di mercato le cessioni dolorose siano finite ...@allison (quasi) e @OfficialRadja penso che possano bastare.,negative
"Ho un problema nella testa funziona a metÃ ... ogni tanto parte un suono che fa...
#Nainggolan #Inter @OfficialRadja @Inter https://t.co/ZAHnxzR8IA",negative
@accionroman @YutoNagatomo5 Cazzo col morto in casa non la piazzo piÃ¹,negative
Dicono che il Ninja Ã¨ stato venduto perchÃ© ha buttato Pallotta nella piscina...cazzate! @OfficialRadja https://t.co/z0A8wBUXci,negative
Dio impestato ho visto il video di presentazione di @OfficialRadja all'inter e m'ha preso a male. #RadjaNainggolan,negative
Povero @kkoulibaly26 ... ti stanno tutti sfruttando per lavarsi la coscienza... ipocriti che non sono altro... https://t.co/IwfjhDh669,negative
"@J_Mercato @Cristiano @juventusfc Se hanno aumentato gli abbonamenti c'Ã¨ un perchÃ©. Non Ã© che una societÃ  come la Juve da oggi a domani, si alza da letto e aumenta il 30% gli abbonati, cosÃ¬ a caso!!!",negative
"@mygreat7 non sono nuovi a queste cose.. fecero lo stesso con il Lota @G_Higuain ..
https://t.co/WOA8br4BO8 

Ma tutti i tifosi, di qualsiasi squadra agiscono cosi'..quindi non sputiamo sentenze.",negative
"@ilRomanistaweb Ma se vendiamo @Alissonbecker dobbiamo rimpiazzarlo e per bene.
Non iniziamo la storia che abbiamo #Mirante  che Ã¨ un buon secondo, ma non possiamo affrontare tre competizioni con lui titolare.
Non blocca un pallone se non in seconda presa e sul quale #Savorani sta lavorando",negative
"@inlovewithric @OfficialRadja Meli sono tanto triste io, non immagino voi tifosi. Ti giuro, x giorni non ho guardato sport mediaset perchÃ¨ non volevo vederlo con quella maglia orrenda",negative
"@RafAuriemma @MrAncelotti @sscnapoli @mbatshuayi E anche oggi hai postato la cazzata del giorno .... 
Credibilita' e professionalita' ZERO !",negative
"@ravenbaggins88 @anto_v25 LÂattuale dirigenza Ã¨ la stessa che ha portato lo United a essere il club piÃ¹ ricco e valutato al mondo. Se per un paio di stagioni non sono brillanti, non Ã¨ che fanno schifo a prescindere.",negative
"@SergioRamos @MoSalah Sei uno schifo di uomo, della peggior specie. Non meriteresti di giocsre piu in un campo di calcio",negative
"@realvarriale @gallobelotti Uomo di merda

Sei solo un uomo di merda

Uomo di Merda 

Sei solo un uomo di merda",negative
@pisto_gol We caro pagliaccio @MedhiBenatia ti Ã¨ tornata la memoria?,negative
"@realvarriale @kkoulibaly26 @sscnapoli @Lor_Insigne Varriale vergognati. Ma dÂaltra parte la colpa non Ã¨ tua, tu non fai altro che scimmiottare il tuo impunito presidente. Allegri ha ragione da vendere e a quanto pare voi non imparerete mai",negative
Manco il tempo di riscattare @douglascosta che giÃ  per i giornali lo abbiamo venduto! Certo che ne sparano di cazzate!,negative
@OfficialRadja Se fossi un tifoso della Roma sarei incazzatissimo!! Ora due sono le cose: o Monchi eÂ un mostro di bravura o una gran testa di cazzo!!,negative
"@erosazzurro82 @YouTube @ECavaniOfficial Mi dispiace per te ma se ti fermi a questo sei una persona limitata.
Se alcune persone fanno una cosa non vuol dire che tutte lo siano.A Napoli esiste la camorra,ma questo non significa che tutti i napoletano sono camorristi.",negative
"@Giampo10 @realvarriale @kkoulibaly26 @sscnapoli @Lor_Insigne Questi sono veramente ridicoli!!!
Se si comportassero cosÃ¬ nel campionato inglese gli farebbero passare la voglia di parlare in questo modo",negative
"@ragiiofficial Capisco siete giornalisti,ma fare casino per nulla mi sembra insensato. @SergioRamos Ã¨ palesemente girato verso il guardalinee e in piÃ¹ Salah esce dopo un bel po dal fallo quindi ciÃ² non vuol dire che non sia andato dall egiziano #UCLfinal  #RealMadridLiverpool",negative
"Quando sei @bonucci_leo19 e fai talmente schifo all'umanitÃ  che non ti fanno entrare al Bernabeu. Spiace per gli altri due, ma chi va con lo zoppo... https://t.co/aTCAQ6uqM7",negative
@realvarriale @KMbappe @G_Higuain @PauDybala_JR Quanta incompetenza nei suoi commenti. Fatti solo per provocare e riesce sempre a mettere dentro la squadra che odia. Semplicemente ridicolo. Bleah.,negative
"@sscnapoli Ridicoli ????? non sapete piÃ¹ a cosa attaccarvi manco al ? potete piÃ¹ e quindi uscite con queste ??.
Offende un ""popolo"" ma dove?! e i vostri sfottÃ² contro @G_Higuain? Non gli vogliamo ricordare? Siete da Denuncia per vittimismo ???!
Voi perÃ² potete tutto perchÃ¨? https://t.co/RkPnf2fidd",negative
"@impusino @joaome17 Peccato, per me ha qualitÃ . Si Ã¨ arreso, ma va anche detto che gliel'hanno resa durissima dal primo giorno.",negative
"Da non fischiare il rigore 1-0 di @CR7CristianoCR7 
C'Ã¨ fallo anche nell'azione che porta al pareggio di @diegocosta https://t.co/Ky6CyzPal9",negative
"@felicecilfone @Asensazioneche @OfficialRadja L'ho sentito pure io l'audio, secondo me sarebbero usciti dei video perÃ³ quindi ci credo poco. Agli audio di ora invece credo molto visto che Ã¨ palesemente lui",negative
